Table ID,Sourcing_competitor,Common_sources,Restaurant_name,Tags,Average basket value,Country,City_code,Address,Latitude,Longitude,Phone_number,Rating,Number_of_reviews,Website,URL,Postal_code,Opening_hours,Place ID,user_ratings_total,google_grade,competitor_grade1(%),competitor_grade2(%),competitor_grade3(%)
125002,sourcing_tripadvisor,sourcing_tripadvisor,Valter Restaurant and Tennis - Restoran Pula,,,Croatia,PUY,Lungomare 1,44.855587,13.826194,+385 52 387 589,4,95,,,,Sun - Sat|9:00 AM - 11:00 PM,ChIJ6Ul4yg3TfEcRaED5YJ2PQn0,115,3.8,-,-,-
125003,sourcing_tripadvisor,sourcing_tripadvisor,Fiorin,,,Croatia,PUY,Ulica Sergijevaca 24,44.868599,13.844776,+385 52 212 322,4.5,21,,,,,ChIJxbH-OB7TfEcRJaErofO9pR4,215,4.6,-,-,-
125004,sourcing_tripadvisor,sourcing_tripadvisor,Konoba VOLME - Porto Paltana,"Croatian, European",,Croatia,PUY,"Banjole, Volme 5 Orange House on Top of The Hill",44.81897,13.87962,+385 95 501 5664,4.5,28,,,,,ChIJv-GKDWYrY0cR7jfukpBMQeE,89,4.5,-,-,-
125005,sourcing_tripadvisor,sourcing_tripadvisor,Popaj,"Seafood, Mediterranean, Croatian",,Croatia,PUY,Maksimijanova Street 4,44.923805,13.801717,+385 91 515 4104,4,64,,,,,ChIJNbiCQB7TfEcRktBwZfvNvyc,129,4.2,-,-,-
125006,sourcing_tripadvisor,sourcing_tripadvisor,Villa Vulin,"Italian, International, Mediterranean, European, Croatian, Central European",,Croatia,PUY,Tommaseova Ulica 10 Boutique Hotel Villa Vulin,44.85453,13.835131,+385 52 393 990,4.5,27,,,,Sun - Sat|8:00 AM - 11:00 PM,ChIJ-VV_hBPTfEcR0B9QdcDIh2Q,57,4.4,-,-,-
125007,sourcing_tripadvisor,sourcing_tripadvisor,Restaurant OLIVA,,,Croatia,PUY,Verudela,44.83522,13.837553,+385 52 590 790,3.5,103,,,,Sun - Sat|10:00 AM - 11:00 PM,-,-,-,-,-,-
125008,sourcing_tripadvisor,sourcing_tripadvisor,Hotel Restaurant Galija,"Croatian, Pizza",,Croatia,PUY,Epulonova Ulica 3,44.869041,13.84961,+385 52 383 802,4,31,,,,Sun - Sat|1:00 PM - 10:00 PM,ChIJ6ZCw-d_SfEcR0vI9L9In5sc,208,3.8,-,-,-
125009,sourcing_tripadvisor,sourcing_tripadvisor,Caffe bar Circolo 17,Wine Bar,,Croatia,PUY,Carrarina Ulica 1,44.869919,13.84774,+385 98 548 800,4.5,18,,,,Mon - Thu|7:00 AM - 10:30 PM|Fri - Sat|7:00 AM - 11:59 PM,ChIJmylFFeDSfEcRyaQF_7ouLVI,351,4.6,-,-,-
125010,sourcing_tripadvisor,sourcing_tripadvisor,Restoran Markat,"European, Croatian",,Croatia,PUY,Trg Prvog Svibnja 5,44.867081,13.84847,+385 52 223 284,4.5,19,,,,,ChIJY0TYLyDTfEcREl-pjBu2O7U,160,4.4,-,-,-
125011,sourcing_tripadvisor,sourcing_tripadvisor,Enoteca Istriana,"European, Wine Bar, Croatian",,Croatia,PUY,Forum 11,44.86985,13.842343,+385 99 323 6541,4,67,,,,Sun - Sat|8:00 AM - 10:00 PM,ChIJBX0c-R3TfEcRq3xMIwNMClw,146,3.8,-,-,-
125012,sourcing_tripadvisor,sourcing_tripadvisor,Meating,,,Croatia,PUY,Riva 12,44.872398,13.845471,+385 98 182 3607,4,79,,,,Sun - Sat|9:00 AM - 12:00 AM,ChIJ8eTFc-HSfEcRrcAymcsczcI,383,4.4,-,-,-
125013,sourcing_tripadvisor,sourcing_tripadvisor,Caffe Diana,Cafe,,Croatia,PUY,Forum 4,44.869957,13.842336,+385 98 915 4270,4,28,,,,,ChIJqYpV_x3TfEcRa6dY_Utv6jU,83,4.5,-,-,-
125014,sourcing_tripadvisor,sourcing_tripadvisor,Skuza,Croatian,,Croatia,PUY,Pjescana Uvala 7/4,44.836704,13.846814,+385 52 397 132,3.5,235,,,,,ChIJW40_tlDTfEcRYd0nIVF_ep0,1002,4.3,-,-,-
125015,sourcing_tripadvisor,sourcing_tripadvisor,e&Ddayandnightlounge,,,Croatia,PUY,Verudela 22 52100 pula,44.838963,13.833135,+385 52 213 404,3.5,156,,,,,-,-,-,-,-,-
125016,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Municipio,"Seafood, Mediterranean, European, Croatian, Central European",,Croatia,PUY,Kapitolinski Trg 6,44.870392,13.842178,+385 52 214 027,3.5,184,,,,,ChIJd5xUDuLSfEcR7RwzKXQOi4c,217,3.8,-,-,-
125017,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria LEMA,"Pizza, Italian",,Croatia,PUY,Ulica Veruda 45,44.854961,13.837761,+385 52 427 428,4,21,,,,,ChIJpcPtRRTTfEcR0_YlzgHyppQ,384,4.4,-,-,-
125018,sourcing_tripadvisor,sourcing_tripadvisor,Zlatna Vrata,"Italian, Pizza, Mediterranean",,Croatia,PUY,Trg Portarata,44.868118,13.846543,,4,34,,,,,ChIJwcuNwB_TfEcR1qmkkNBf8Nk,194,4.1,-,-,-
125019,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Torta,,,Croatia,PUY,Riva 1,44.873283,13.84525,+385 52 219 404,4,37,,,,,ChIJiYIxw6nTfEcRY3fPpNNWJsQ,90,3.4,-,-,-
125020,sourcing_tripadvisor,sourcing_tripadvisor,Pekara Primavera,,,Croatia,PUY,Istarska ul. 28 Near The Arena,44.87175,13.84897,+385 52 213 344,4.5,9,,,,Sun - Sat|6:30 PM - 11:00 PM,ChIJXZuquODSfEcRDx-r0MSTW0w,155,4.6,-,-,-
125021,sourcing_tripadvisor,sourcing_tripadvisor,Konoba STARI COK,"Croatian, European, Slovenian",,Croatia,PUY,Valtura 70,44.905037,13.957925,+385 52 550 501,4,21,,,,,ChIJm5QgAm8yY0cRK9k9idlgAes,420,4.4,-,-,-
125022,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Pecenjara Dva Asa,"Pizza, European, Croatian, Italian",,Croatia,PUY,Modrushanov Prilaz 31,44.855061,13.87222,+385 91 602 2321,4.5,11,,,,Sun|12:00 PM - 10:00 PM|Mon|12:00 PM - 11:00 PM|Wed - Sat|12:00 PM - 11:00 PM,ChIJOyC_s44tY0cRWx5l3QQ_Kiw,168,4.7,-,-,-
125023,sourcing_tripadvisor,sourcing_tripadvisor,Pecenjara Brod,"Croatian, Seafood, Mediterranean, European, Slovenian",,Croatia,PUY,Narodni Trg 9,44.86711500000001,13.848758,,4,16,,,,,ChIJqUb-493TfEcRVmYthPP5A_c,29,4.6,-,-,-
125024,sourcing_tripadvisor,sourcing_tripadvisor,Baobab,"Bar, Pub",,Croatia,PUY,Tomasinijeva Ulica 34,44.85569,13.83828,+385 95 777 6941,4.5,13,,,,Mon - Thu|10:00 AM - 12:00 AM|Fri - Sat|10:00 AM - 1:00 AM,ChIJ63GgOhTTfEcRjp9TXp67AWk,211,4.6,-,-,-
125025,sourcing_tripadvisor,sourcing_tripadvisor,Lazy HAUS,"European, Croatian",,Croatia,PUY,Scalierova Ulica 20,44.87192899999999,13.84972,+385 95 791 5127,5,7,,,,,ChIJF-7ohODSfEcRoZHWJd3JwUU,0,0,-,-,-
125026,sourcing_tripadvisor,sourcing_tripadvisor,PepeNero,"Italian, Pizza, Seafood, Mediterranean, European, Grill, Croatian",,Croatia,PUY,Clerisseauova Ulica 3,44.868256,13.845216,+385 99 199 0678,3.5,109,,,,,ChIJZ_XPSh7TfEcRl56aPyi6y8Q,195,3.7,-,-,-
125027,sourcing_tripadvisor,sourcing_tripadvisor,Tri ferala,Mediterranean,,Croatia,PUY,Maksimijanova Ul. 19,44.868122,13.843908,+385 91 194 3946,5,5,,,,,ChIJ59KNsOPTfEcR8-HXg6eMZVU,11,5,-,-,-
125028,sourcing_tripadvisor,sourcing_tripadvisor,Restaurant wings,"Croatian, European",,Croatia,PUY,De Franceschijeva Ulica 23,44.848801,13.85113,,4,19,,,,,-,-,-,-,-,-
125029,sourcing_tripadvisor,sourcing_tripadvisor,La Playa,"Pizza, Mediterranean",,Croatia,PUY,VIII Ogranak 4,44.837769,13.847476,,3.5,38,,,,,ChIJfWkm7VDTfEcRRyVhG8a1mBQ,58,3.7,-,-,-
125030,sourcing_tripadvisor,sourcing_tripadvisor,Chill Bar & Food,"Fast Food, European, South American, Central American",,Croatia,PUY,Tomasinijeva Ulica 27,44.85512199999999,13.83836,+385 52 894 4091,4.5,8,,,,,ChIJQTypi1LTfEcROVLRsaYw2yQ,128,4.6,-,-,-
125031,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Zalogajnica Tanja,Croatian,,Croatia,PUY,Narodni Trg 9,44.866989,13.8491,,3.5,41,,,,,ChIJK8swOiDTfEcRLtEJrhTSiEg,31,3.4,-,-,-
125032,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Forum,"Seafood, Central European, Mediterranean, European, Croatian",,Croatia,PUY,Forum 8,44.869717,13.8425,+385 98 567 212,3.5,147,,,,Sun|9:00 AM - 11:00 PM|Mon - Sat|9:00 AM - 12:00 AM,ChIJ2Y_hzvnTfEcR1rifPazX10A,2,2.5,-,-,-
125033,sourcing_tripadvisor,sourcing_tripadvisor,DolceVita,"Seafood, European, Croatian, Mediterranean",,Croatia,PUY,Riva 2,44.871227,13.84187,+385 52 219 229,3.5,49,,,,Sun|10:00 AM - 12:00 AM|Mon - Sat|8:00 AM - 12:00 AM,ChIJDw05QOLSfEcRa6ffOu2GfzI,125,3.8,-,-,-
125034,sourcing_tripadvisor,sourcing_tripadvisor,Angulos,"Croatian, Pizza, Seafood, Mediterranean, European",,Croatia,PUY,Ulica Hermana Dalmatina 1 / Clerisseauova Ulica,44.86808,13.84538,,3.5,33,,,,,-,-,-,-,-,-
125035,sourcing_tripadvisor,sourcing_tripadvisor,Ragno D'Oro,"Croatian, Barbecue, European",,Croatia,PUY,Clerissauova,44.868668,13.848,+385 52 350 866,3.5,31,,,,Sun|9:00 AM - 8:00 PM|Mon - Fri|8:00 AM - 9:00 PM|Sat|9:00 AM - 9:00 PM,ChIJZ_XPSh7TfEcRl56aPyi6y8Q,195,3.7,-,-,-
125036,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Ferrovia,Italian,,Croatia,PUY,Kolodvorska Ulica 5,44.879749,13.84748,+385 98 712 324,4.5,7,,,,,ChIJ7dMQXV3TfEcR-lmvnovtPBQ,240,4.6,-,-,-
125037,sourcing_tripadvisor,sourcing_tripadvisor,Bar Igra Prirode,"Bar, Pub",,Croatia,PUY,Sijanska suma,44.880592,13.883011,+385 98 915 4270,5,4,,,,,ChIJ4yTe8DQtY0cRF9okfYZ86JI,133,4.8,-,-,-
125038,sourcing_tripadvisor,sourcing_tripadvisor,Mlinar,"European, Croatian",,Croatia,PUY,Flanatic 6,44.867844,13.848255,+385 91 238 8514,4,9,,,,,ChIJfWED8PPTfEcRwMhUTzG7wxs,18,3.2,-,-,-
125039,sourcing_tripadvisor,sourcing_tripadvisor,Caffe bar Dvojka,"European, Croatian",,Croatia,PUY,Giardini 3,44.869541,13.84804,+385 98 913 5998,4,6,,,,,ChIJDe-Cop_TfEcR0du1rqrdtUs,145,4.8,-,-,-
125040,sourcing_tripadvisor,sourcing_tripadvisor,Glam Cafe,Cafe,,Croatia,PUY,Giardini 1,44.869118,13.848058,+385 98 900 4408,3.5,45,,,,,ChIJ4XMBHuDSfEcRlmNN_tF9drE,210,3.6,-,-,-
125041,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Punkt,"Mediterranean, European, Croatian",,Croatia,PUY,Ulica Marsovog Polja 12 Aldo Drosina Stadium  South side,44.861141,13.851935,+385 52 670 217,5,3,,,,Mon - Fri|8:00 AM - 5:00 PM,ChIJfyoB6yPTfEcRfDt2OKvX508,118,4.8,-,-,-
125042,sourcing_tripadvisor,sourcing_tripadvisor,Caffe Bar Galerija,"Bar, Cafe, Pub",,Croatia,PUY,Scalierova Ul 26,44.872639,13.85091,+385 99 561 5961,4.5,3,,,,,ChIJSxHHHiPTfEcRT_lXQKSOpIw,32,4.8,-,-,-
125043,sourcing_tripadvisor,sourcing_tripadvisor,Street Food Factory,,,Croatia,PUY,Street Ivana Matetica Ronjgova 2,44.866562,13.85017,+385 52 495 351,4.5,3,,,,Mon - Fri|9:00 AM - 9:00 PM|Sat|9:00 AM - 2:00 PM,ChIJRZV5bCbTfEcRG0vVrU10pwc,5,5,-,-,-
125044,sourcing_tripadvisor,sourcing_tripadvisor,Seriously Good Food,"European, Turkish, Croatian",,Croatia,PUY,Tomasinijeva Ulica 34,44.85569,13.83828,+385 52 815 528,4,5,,,,,ChIJQdOgZwnTfEcRXf9ajkFkIjU,101,4.1,-,-,-
125045,sourcing_tripadvisor,sourcing_tripadvisor,La petite A,"French, European, Contemporary, Croatian",,Croatia,PUY,Zagrebachka Ulica 11,44.868649,13.85037,+385 98 973 9479,4,7,,,,Sun - Sat|6:00 PM - 10:00 PM|Mon - Sat|9:00 AM - 2:00 PM,ChIJCzuDDCDTfEcRKPxJfdNH50I,14,4.9,-,-,-
125046,sourcing_tripadvisor,sourcing_tripadvisor,Konoba Kod Zvaneta,"European, Croatian",,Croatia,PUY,Valdebechki Put 59,44.852749,13.87574,+385 52 505 840,5,2,,,,,ChIJHX2MGMwsY0cRr2ZZz7cXo58,357,4.1,-,-,-
125047,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Delfin,Seafood,,Croatia,PUY,Kandlerova Ul. 26,44.871399,13.844258,,3.5,35,,,,,ChIJpTfAi-HSfEcR2iXrtMj7vLE,-,-,-,-,-
125048,sourcing_tripadvisor,sourcing_tripadvisor,Sydney Bistro-Slasticarn,,,Croatia,PUY,Ulica Bozhe Gumpca 34,44.871685,13.868101,+385 52 545 462,4,8,,,,Mon - Sat|7:00 AM - 10:00 PM,ChIJ78KmUtHSfEcR6V3h-iod_mA,474,4.2,-,-,-
125049,sourcing_tripadvisor,sourcing_tripadvisor,Vinoteka Integra D&J,Wine Bar,,Croatia,PUY,Maksimijanova Ulica 19,44.86805,13.844,+385 91 794 3946,5,3,,,,,ChIJl02UgQ8sY0cRB-Qg52K0Pps,0,0,-,-,-
125050,sourcing_tripadvisor,sourcing_tripadvisor,Gardelin,"Mediterranean, Barbecue, European, Croatian, Seafood",,Croatia,PUY,Paduljski Put 2,44.890324,13.845781,+385 98 175 5506,3,125,,,,Sun - Sat|8:00 AM - 11:00 PM,ChIJa6Fxco3SfEcRn1irPPwABYg,290,3.9,-,-,-
125051,sourcing_tripadvisor,sourcing_tripadvisor,Caffe Bar Scala,"Italian, European",,Croatia,PUY,Ozad Arene 1,44.873791,13.850581,+385 98 898 484,4,4,,,,,ChIJU9PXGbrTfEcRvIsY2hC4fhs,16,4.2,-,-,-
125052,sourcing_tripadvisor,sourcing_tripadvisor,Pikuleca,"Italian, Fast Food, Mediterranean, European",,Croatia,PUY,Ulica Dubrovachke Bratovshtine 2 Near Amphitheater Arena,44.871208,13.84885,+385 95 890 2849,5,2,,,,,ChIJ6YtQYeDSfEcRvDzkv7duBXY,0,0,-,-,-
125053,sourcing_tripadvisor,sourcing_tripadvisor,Peking,"Chinese, Asian",,Croatia,PUY,Ulica Monte Paradiso 21,44.848083,13.843736,,3,65,,,,,ChIJ8bqkJkHTfEcR-mxKuuotlu4,-,-,-,-,-
125054,sourcing_tripadvisor,sourcing_tripadvisor,Caffe Bar Bocconcino,"Bar, European, Spanish, Pub, Healthy, Croatian",,Croatia,PUY,Kranjceviceva 7,,,+385 52 222 938,4.5,2,,,,,-,-,-,-,-,-
125055,sourcing_tripadvisor,sourcing_tripadvisor,Helicon Vintage bar,"Bar, Cafe, Pub",,Croatia,PUY,Smareglina Ulica 2,44.867031,13.84788,+385 95 764 4663,5,6,,,,Sun|8:00 AM - 10:00 PM|Mon - Sat|7:00 AM - 12:00 AM,ChIJD3F-KiDTfEcRvST-T0g4hvA,43,4.7,-,-,-
125056,sourcing_tripadvisor,sourcing_tripadvisor,Da Ena Trattoria,"Italian, European, Croatian, Mediterranean, Seafood",,Croatia,PUY,Ulica Porta Stovagnaga 10,44.87072,13.842251,+385 52 000 0000,3,71,,,,,ChIJTVT7HOLSfEcRD612aPn54oQ,71,3.4,-,-,-
125057,sourcing_tripadvisor,sourcing_tripadvisor,Da Bruno Pizza and Grill Restaurant,,,Croatia,PUY,Ulica Verudella 21,44.835461,13.83473,+385 95 529 0619,4,2,,,,,ChIJ8dGavmDTfEcR2Ac80G-A8QE,353,4.1,-,-,-
125058,sourcing_tripadvisor,sourcing_tripadvisor,Markat,"European, Croatian",,Croatia,PUY,Narodni Trg 9,44.866989,13.8491,+385 52 223 284,5,1,,,,,ChIJY0TYLyDTfEcREl-pjBu2O7U,160,4.4,-,-,-
125059,sourcing_tripadvisor,sourcing_tripadvisor,Good Food,"American, Cafe, Fast Food, Barbecue, Grill",,Croatia,PUY,Ulica Stoja 14a Max City,44.86076,13.82395,,5,1,,,,,ChIJQdOgZwnTfEcRXf9ajkFkIjU,101,4.1,-,-,-
125060,sourcing_tripadvisor,sourcing_tripadvisor,Biberon,Cafe,,Croatia,PUY,Shijanska Cesta 1,44.88385,13.86913,+385 52 638 590,5,1,,,,,ChIJK6yLfMjSfEcRHYseNNhx39s,70,4.2,-,-,-
125061,sourcing_tripadvisor,sourcing_tripadvisor,Elegance,International,,Croatia,PUY,Kandlerova Ulica 33,44.871689,13.84561,,3.5,9,,,,,ChIJpVbgmOHSfEcRjch4MOCiNnw,-,-,-,-,-
125062,sourcing_tripadvisor,sourcing_tripadvisor,NOMADS food truck,"Mediterranean, Street Food, European, Croatian",,Croatia,PUY,,44.87323,13.851046,+385 98 163 3352,5,1,,,,,-,-,-,-,-,-
125063,sourcing_tripadvisor,sourcing_tripadvisor,Blue Shell,"European, Croatian",,Croatia,PUY,Riva 1,44.87315,13.845124,+385 99 409 5298,4,9,,,,Tue - Sun|10:00 AM - 10:00 PM,ChIJA3X2Cu7TfEcRTRdo0yXZksQ,92,4.2,-,-,-
125064,sourcing_tripadvisor,sourcing_tripadvisor,Spot,"Bar, Pub",,Croatia,PUY,Pjescana Uvala,44.844379,13.85431,,5,1,,,,,-,-,-,-,-,-
125065,sourcing_tripadvisor,sourcing_tripadvisor,Meggi,,,Croatia,PUY,Valturska cesta,44.87529,13.86077,,4,1,,,,,-,-,-,-,-,-
125066,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Coloseum,Mediterranean,,Croatia,PUY,Vl. Hanic Gordana,,,+385 52 522 146,3,8,,,,Sun - Sat|8:00 AM - 11:00 PM,-,-,-,-,-,-
125067,sourcing_tripadvisor,sourcing_tripadvisor,Podroom Caffe Bar,"Grill, Healthy, Fast Food, Street Food",,Croatia,PUY,Budicinova Ulica 16,44.858189,13.83915,+385 98 255 193,5,3,,,,Sun - Sat|7:00 PM - 1:00 AM|Mon - Sat|9:00 AM - 2:00 PM,ChIJvQX5BtrTfEcRNetScZcneu0,21,4.9,-,-,-
125068,sourcing_tripadvisor,sourcing_tripadvisor,Caffe Bar Nimfej Karolina,"Cafe, Pub",,Croatia,PUY,Ul. Karolina BB,44.872898,13.84852,+385 98 441 025,3,5,,,,,ChIJczwX5uDSfEcRH-rPdo5Tyds,60,3.8,-,-,-
125069,sourcing_tripadvisor,sourcing_tripadvisor,Yummy Pizza,Pizza,,Croatia,PUY,Krlezina Ulica 39 Veruda,44.855099,13.83754,+385 52 417 417,3,2,,,,Tue - Fri|3:00 PM - 10:00 PM|Sat - Sun|1:00 PM - 10:00 PM,ChIJi1THdRXTfEcRbZ9twxt2mfI,64,4.3,-,-,-
125070,sourcing_tripadvisor,sourcing_tripadvisor,KebaBoss,Turkish,,Croatia,PUY,Tomasinijeva Ulica 34,44.855698,13.838346,+385 92 370 0282,4.5,3,,,,Sun - Fri|10:00 AM - 11:00 PM|Sat|2:00 PM - 11:00 PM,ChIJdW5xxmbTfEcR_weazfHRGxA,260,4.7,-,-,-
125071,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Svjetionik,"Italian, European, Croatian",,Croatia,PUY,Verudela,44.84901,13.83904,,3,5,,,,,-,-,-,-,-,-
125072,sourcing_tripadvisor,sourcing_tripadvisor,Ambrela,"Bar, Croatian, European",,Croatia,PUY,Ulica Verudella 17,44.839146,13.832092,3775026957,3,105,,,,,ChIJTwp3F2fTfEcROKdOUG3p6ZQ,1207,4.4,-,-,-
125073,sourcing_tripadvisor,sourcing_tripadvisor,Istrijanka,"Italian, Mediterranean, Croatian, Seafood, European",,Croatia,PUY,Ulica Puntizhela 155 Kamp Brioni,44.897968,13.808,+385 98 427 198,3,18,,,,,ChIJy0PNxxbSfEcRPgwNmM9H0r4,200,3.9,-,-,-
125074,sourcing_tripadvisor,sourcing_tripadvisor,Lito,"Croatian, Italian, Mediterranean, European",,Croatia,PUY,Kandlerova Ulica 28,44.871269,13.84445,,2.5,11,,,,,ChIJQxnahAXTfEcRI47Zgf4Aiss,0,0,-,-,-
125075,sourcing_tripadvisor,sourcing_tripadvisor,Caffe Bar Baboo,,,Croatia,PUY,Koparska Ulica 2,44.874718,13.854794,+385 95 858 8762,4.5,5,,,,Sun|8:00 AM - 12:00 AM|Mon - Sat|7:00 AM - 12:00 AM,ChIJIV-VS9zSfEcR7wVfU6uFboE,329,4.7,-,-,-
125076,sourcing_tripadvisor,sourcing_tripadvisor,Pivnica & Pizzeria Bulevar,"Barbecue, Croatian, Bar, Pizza",,Croatia,PUY,Arsenalska Ulica 3,44.866695,13.844722,+385 52 355 055,4.5,101,,,,Mon - Fri|10:00 AM - 11:00 PM|Sat - Sun|12:00 PM - 11:00 PM,ChIJsXjaAh_TfEcRB6Dv6Kyv_-0,863,4.5,-,-,-
125077,sourcing_tripadvisor,sourcing_tripadvisor,Old Captain,"Seafood, Mediterranean, European",,Croatia,PUY,Maksimijanova Ulica 17,44.868111,13.8441,+385 52 418 814,2.5,22,,,,,ChIJTxeQXufSfEcR2BqNElrprHM,66,4.7,-,-,-
125078,sourcing_tripadvisor,sourcing_tripadvisor,Barbara,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Kandlerova Ulica 5,44.870884,13.84275,+385 52 213 501,2.5,366,,,,,ChIJMWg8F-LSfEcR3modmu7mZv4,430,3.4,-,-,-
125079,sourcing_tripadvisor,sourcing_tripadvisor,Q Time Caffe,"Cafe, European, Croatian",,Croatia,PUY,Trg Portarata 6,44.868225,13.847425,+385 52 554 031,2.5,102,,,,,ChIJgdrV7B_TfEcRdEnVsjPIXJc,255,3.4,-,-,-
125080,sourcing_tripadvisor,sourcing_tripadvisor,Facefood,"American, European",,Croatia,PUY,Kandlerova Ulica 50,44.871666,13.846492,,2.5,69,,,,,ChIJGfuMq-HSfEcRtvlJeu0HP6A,191,3.6,-,-,-
125081,sourcing_tripadvisor,sourcing_tripadvisor,Aruba Pirates Restaurant,"Grill, Croatian",,Croatia,PUY,Shijanska Cesta 1D,44.88155,13.864765,+385 91 497 6328,3.5,22,,,,Mon - Fri|7:00 AM - 5:00 PM|Sat|9:00 AM - 12:00 PM,ChIJ9eZ6csbSfEcR8B_Y1M2OupM,504,4.1,-,-,-
125082,sourcing_tripadvisor,sourcing_tripadvisor,Debeli i Mrsavi,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Kandlerova Ulica 24,44.871323,13.843996,+385 52 211 388,2,356,,,,Sun - Sat|9:30 AM - 11:00 PM,ChIJE2k9jOHSfEcRGTL7j3xxJKo,187,2.3,-,-,-
125083,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Mozaik,"Seafood, Mediterranean, European, Croatian",,Croatia,PUY,Maksimijanova Ulica 6,44.868458,13.844269,+385 95 902 5778,1.5,163,,,,Mon - Sat|8:00 AM - 10:00 PM,ChIJNbiCQB7TfEcRwHwP-G2dON4,111,2.8,-,-,-
125084,sourcing_tripadvisor,sourcing_tripadvisor,Nonno,"Italian, Croatian, Mediterranean",,Croatia,PUY,Forum 10,44.869843,13.842353,,1,758,,,,,ChIJS2ol-R3TfEcRRUY6shC4qKQ,613,1.3,-,-,-
125085,sourcing_tripadvisor,sourcing_tripadvisor,Ardor D.o.o.,,,Croatia,PUY,Kapitolinski Trg 9,44.87043,13.84173,+385 98 367 055,,,,,,,ChIJjW-pdOLSfEcRUM5FH1HHW98,1,5,-,-,-
125086,sourcing_tripadvisor,sourcing_tripadvisor,Valli delicious pancakes bar,Fast Food,,Croatia,PUY,Giardini B.b.,44.868801,13.847895,+385 95 199 5354,,,,,,,ChIJGzhLLvTTfEcRqE2audB6OPA,2,5,-,-,-
125087,sourcing_tripadvisor,sourcing_tripadvisor,"Restaurant ""Ami""","European, Croatian",,Croatia,PUY,,,,+385 97 636 7358,,,,,,,-,-,-,-,-,-
125088,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Selvaggio,"European, Croatian",,Croatia,PUY,Narodni Trg 9,44.866989,13.8491,+385 91 936 3106,,,,,,Mon - Sat|7:00 AM - 3:00 PM,-,-,-,-,-,-
125089,sourcing_tripadvisor,sourcing_tripadvisor,Bistro Selvaggio,"European, Croatian",,Croatia,PUY,,,,,,,,,,,-,-,-,-,-,-
125090,sourcing_tripadvisor,sourcing_tripadvisor,Old friends club,"Bar, Pub",,Croatia,PUY,Vukovarska Ulica 33,44.869362,13.85681,+385 91 936 0705,,,,,,,ChIJ07i7ydjSfEcR_yaAhrDKSiM,113,4.7,-,-,-
125091,sourcing_tripadvisor,sourcing_tripadvisor,Pizzeria Polesana,European,,Croatia,PUY,Modrushanov Prilaz 31,44.855061,13.87222,+385 52 647 961,,,,,,,ChIJm0bzsM0sY0cRPxiF8k2duoA,73,4.5,-,-,-
125092,sourcing_tripadvisor,sourcing_tripadvisor,Vertigo lounge bar,"European, Croatian",,Croatia,PUY,Ulica Verudella 16,44.83894,13.83333,,,,,,,,-,-,-,-,-,-
125093,sourcing_tripadvisor,sourcing_tripadvisor,Trznica d.o.o. Pula,"American, Bar, Cafe, Barbecue, Pub, Street Food",,Croatia,PUY,Narodni Trg 9,44.866989,13.8491,,,,,,,,-,-,-,-,-,-
125094,sourcing_tripadvisor,sourcing_tripadvisor,101% Smartfood,"Italian, Mediterranean, European, Croatian",,Croatia,RJK,"Delta 11 , Rijeka ",45.323807,14.446829,+385 91 326 6065,5,1,,,,,ChIJ7QbPGf2hZEcRgYGlLGrR4l8,18,4.8,-,-,-
125095,sourcing_tripadvisor,sourcing_tripadvisor,Ai Due Marinai,,,Croatia,RJK,"Verdieva 10 , Rijeka  51000",45.32523,14.4422,+385 51 502 395,3.5,2,,,,"Sun - Sat

10:00 AM - 10:00 PM",-,-,-,-,-,-
125096,sourcing_tripadvisor,sourcing_tripadvisor,Asia,"Chinese, Asian",,Croatia,RJK,"Zagrebachka 14 , Rijeka  51000",45.32444,14.442549,+385 51 312 888,4,48,,,,"Sun - Sat

11:30 AM - 11:30 PM",ChIJ4bN9NfWhZEcRTilXdcLL3VI,475,4.4,-,-,-
125097,sourcing_tripadvisor,sourcing_tripadvisor,Baco,"Mediterranean, European, Grill, Croatian",,Croatia,RJK,"Mihanoviceva 35 , Rijeka  51000",45.323761,14.466256,+385 51 216 382,4,8,,,,"Sun

11:00 AM - 7:00 PM

Mon - Fri

9:00 AM - 11:00 PM

Sat

9:30 AM - 11:00 PM",ChIJ3RuuX1OgZEcRsKPdlaW4Skc,371,4.5,-,-,-
125098,sourcing_tripadvisor,sourcing_tripadvisor,Bar Bar,"Bar, Pub",,Croatia,RJK,"Pod Kashtelom 3 , Rijeka  51000",45.327679,14.44374,+385 97 712 9949,5,5,,,,,ChIJPcmRdeKgZEcRzMQpgWXVQp4,496,4.6,-,-,-
